   4760 Drama
   3791 Comedy
   2907 Thriller
   2384 Action
   1712 Romance
   1635 Horror
   1470 Adventure
   1355 Crime
   1231 Family
   1230 Science Fiction
    915 Fantasy
    810 Mystery
    699 Animation
    520 Documentary
    408 Music
    334 History
    270 War
    188 Foreign
    167 TV Movie
    165 Western
      1 genres
